Date,Price,Open,High,Low,Vol,ChangePct
25-Nov-14,376.4,378.9,395.7,370.6,45.32K,-0.64%
24-Nov-14,378.9,365.9,388.7,361.9,24.57K,3.55%
23-Nov-14,365.9,352,370.6,352.6,12.41K,3.93%
22-Nov-14,352,351.8,364.2,350.5,12.94K,0.07%
21-Nov-14,351.8,357.3,358.7,343.8,23.47K,-1.55%
20-Nov-14,357.3,381.4,383,355.1,21.98K,-6.33%
19-Nov-14,381.4,379.2,389.3,374.3,19.87K,0.60%
18-Nov-14,379.2,384.7,394.9,372,27.09K,-1.44%
17-Nov-14,384.7,385.6,412.3,378.3,27.60K,-0.24%
16-Nov-14,385.6,374.9,390.4,370.5,14.35K,2.87%
15-Nov-14,374.9,396.5,407.3,368,13.33K,-5.46%
14-Nov-14,396.5,428.7,430.2,382,35.73K,-7.51%
13-Nov-14,428.7,432,480.5,390.9,58.20K,-0.77%
12-Nov-14,432,365.4,442.7,365.8,38.53K,18.23%
11-Nov-14,365.4,367.1,371,361.9,15.79K,-0.47%
10-Nov-14,367.1,362,374.7,356.6,22.81K,1.41%
9-Nov-14,362,343.5,362.2,341.8,12.63K,5.39%
8-Nov-14,343.5,341.9,346.3,339.8,8.19K,0.49%
7-Nov-14,341.9,347.7,351.6,340.2,15.02K,-1.67%
6-Nov-14,347.7,338,351.1,335.7,15.65K,2.86%
5-Nov-14,338,328,342,326.5,15.84K,3.06%
4-Nov-14,328,324.2,328.8,320.1,15.12K,1.15%
3-Nov-14,324.2,322.5,332.9,321.7,13.43K,0.52%
2-Nov-14,322.5,325.4,329.8,319.8,11.90K,-0.88%
1-Nov-14,325.4,337.9,339,320.7,13.77K,-3.68%
31-Oct-14,337.9,344.9,348,336.1,14.00K,-2.03%
30-Oct-14,344.9,335.1,350.4,333.4,16.12K,2.91%
29-Oct-14,335.1,351.1,352.8,334.7,12.26K,-4.54%
28-Oct-14,351.1,350.1,355.7,348.3,9.43K,0.28%
27-Oct-14,350.1,348.7,356.4,344.9,10.60K,0.41%
26-Oct-14,348.7,346.7,356.8,344.2,11.58K,0.56%
25-Oct-14,346.7,355.1,356.6,341.5,14.04K,-2.36%
24-Oct-14,355.1,355.8,360.9,351.4,20.03K,-0.19%
23-Oct-14,355.8,378.9,381.1,353.5,19.12K,-6.11%
22-Oct-14,378.9,382.4,383.7,377,10.53K,-0.89%
21-Oct-14,382.4,380.4,388.2,377.4,9.66K,0.52%
20-Oct-14,380.4,387.3,387.8,378.4,10.56K,-1.78%
19-Oct-14,387.3,390.9,394.5,383.9,5.33K,-0.92%
18-Oct-14,390.9,380.5,395.7,373.6,9.45K,2.73%
17-Oct-14,380.5,379.8,384.8,372.4,16.57K,0.19%
16-Oct-14,379.8,393.2,398.8,371.6,20.79K,-3.41%
15-Oct-14,393.2,397.1,397.9,388.2,22.49K,-0.99%
14-Oct-14,397.1,387.3,407.7,385.7,28.87K,2.53%
13-Oct-14,387.3,373.2,391.2,366,23.58K,3.79%
12-Oct-14,373.2,361.2,374.6,352.3,11.23K,3.31%
11-Oct-14,361.2,361.7,370.1,350.5,13.93K,-0.14%
10-Oct-14,361.7,360.9,378.1,353.3,28.41K,0.22%
9-Oct-14,360.9,350.9,384.6,347.6,35.59K,2.86%
8-Oct-14,350.9,331.6,351.6,325.4,21.77K,5.80%
7-Oct-14,331.6,331.5,345.5,321.7,30.17K,0.03%
6-Oct-14,331.5,322.9,347.9,303,41.17K,2.69%
5-Oct-14,322.9,335.3,344.3,294.9,29.85K,-3.72%
4-Oct-14,335.3,363.5,369.9,327.1,23.04K,-7.74%
3-Oct-14,363.5,375.1,378.2,362.8,16.81K,-3.12%
2-Oct-14,375.1,382.8,385.6,371.2,14.30K,-2.01%
1-Oct-14,382.8,388.2,395.1,381.1,17.73K,-1.37%
30-Sep-14,388.2,376.8,395.2,374.7,16.92K,3.03%
29-Sep-14,376.8,379.1,389.3,372.6,20.69K,-0.61%
28-Sep-14,379.1,399,402.3,374.1,13.94K,-5.00%
27-Sep-14,399,404.5,407.1,394.7,9.74K,-1.35%
26-Sep-14,404.5,412.3,416.4,399.7,12.12K,-1.90%
25-Sep-14,412.3,423.8,427.5,409.6,14.63K,-2.71%
24-Sep-14,423.8,436.9,439.2,422.1,21.37K,-3.00%
23-Sep-14,436.9,404.1,445.5,394.8,17.94K,8.11%
22-Sep-14,404.1,401.6,410.8,398.6,13.52K,0.62%
21-Sep-14,401.6,411.5,415.1,394.5,10.42K,-2.41%
20-Sep-14,411.5,397.7,427.7,387.5,14.29K,3.49%
19-Sep-14,397.7,424.3,429.2,386.1,14.97K,-6.27%
18-Sep-14,424.3,461.1,462.3,408.8,8.93K,-7.99%
17-Sep-14,461.1,466.8,469.4,458.3,7.51K,-1.21%
16-Sep-14,466.8,477.7,478.8,464,6.52K,-2.29%
15-Sep-14,477.7,477.7,479.3,473.7,5.63K,0.00%
14-Sep-14,477.7,478.2,480.3,472,4.21K,-0.09%
13-Sep-14,478.2,477.7,480.6,474.6,5.28K,0.09%
12-Sep-14,477.7,478.5,479.7,471.1,5.15K,-0.16%
11-Sep-14,478.5,479.7,488.9,474.6,6.29K,-0.25%
10-Sep-14,479.7,474.9,491,471.6,8.29K,1.01%
9-Sep-14,474.9,475.7,478.6,467.5,7.29K,-0.17%
8-Sep-14,475.7,485.8,487,469.5,8.14K,-2.07%
7-Sep-14,485.8,484.5,490.7,478.5,3.56K,0.26%
6-Sep-14,484.5,483.6,491.4,480.8,3.79K,0.17%
5-Sep-14,483.6,491,495,483.1,6.04K,-1.49%
4-Sep-14,491,480,498.5,476.3,8.81K,2.28%
3-Sep-14,480,478.9,487.3,476.8,6.14K,0.23%
2-Sep-14,478.9,477.2,487,470.5,6.75K,0.37%
1-Sep-14,477.2,481.8,487.5,471.8,6.79K,-0.95%
31-Aug-14,481.8,506,508.3,478.3,6.10K,-4.78%
30-Aug-14,506,512.6,512.9,503.1,2.63K,-1.29%
29-Aug-14,512.6,510.8,515.2,506.7,3.64K,0.35%
28-Aug-14,510.8,515.2,521.6,503.3,4.47K,-0.87%
27-Aug-14,515.2,512.6,527.4,512.7,3.79K,0.52%
26-Aug-14,512.6,502.9,516,501.8,3.53K,1.91%
25-Aug-14,502.9,509.7,511.3,499.7,2.74K,-1.33%
24-Aug-14,509.7,497.7,514.8,496.8,2.53K,2.42%
23-Aug-14,497.7,516.1,516.8,494,3.13K,-3.57%
22-Aug-14,516.1,517.9,524.4,500.6,6.03K,-0.36%
21-Aug-14,517.9,516.8,537.2,511.4,5.65K,0.22%
20-Aug-14,516.8,485.1,521.8,468.5,5.89K,6.53%
19-Aug-14,485.1,462.2,487,455.8,5.12K,4.96%
18-Aug-14,462.2,485.5,493.3,450,6.38K,-4.80%
17-Aug-14,485.5,522,524.7,478.2,3.14K,-6.99%
16-Aug-14,522,496.5,524.3,483.2,3.87K,5.15%
15-Aug-14,496.5,504.8,515.2,483.2,4.77K,-1.65%
14-Aug-14,504.8,542.1,544.9,495.9,10.88K,-6.88%
13-Aug-14,542.1,567.7,573.5,523.2,4.82K,-4.50%
12-Aug-14,567.7,575.9,578.3,562,3.33K,-1.43%
11-Aug-14,575.9,592.1,593.6,571.7,2.57K,-2.73%
10-Aug-14,592.1,589.5,596.6,588.1,1.34K,0.43%
9-Aug-14,589.5,595.8,595.6,587.4,1.42K,-1.06%
8-Aug-14,595.8,592.8,608.2,592.1,3.11K,0.51%
7-Aug-14,592.8,589.8,595.1,587.9,2.50K,0.51%
6-Aug-14,589.8,588.8,593.8,587.2,3.01K,0.17%
5-Aug-14,588.8,592.8,594.3,585.4,4.09K,-0.68%
4-Aug-14,592.8,588.9,595.1,586.5,3.42K,0.65%
3-Aug-14,588.9,591.7,592.1,580.6,1.26K,-0.47%
2-Aug-14,591.7,598.8,598.9,587.4,2.12K,-1.18%
1-Aug-14,598.8,589.5,604,586.4,8.93K,1.57%
31-Jul-14,589.5,564.6,593.7,564,3.52K,4.41%
30-Jul-14,564.6,585.8,586.1,564.2,4.10K,-3.61%
29-Jul-14,585.8,587.9,591.3,579.5,6.72K,-0.37%
28-Jul-14,587.9,595,597.5,578.1,2.33K,-1.19%
27-Jul-14,595,596,601.5,593.7,3.53K,-0.16%
26-Jul-14,596,600.5,603,593.3,3.48K,-0.75%
25-Jul-14,600.5,601.9,609.1,597.4,5.92K,-0.23%
24-Jul-14,601.9,621.7,622,599.4,4.74K,-3.19%
23-Jul-14,621.7,622.5,625,621,2.17K,-0.13%
22-Jul-14,622.5,625.1,628.8,620,3.28K,-0.42%
21-Jul-14,625.1,621,625.9,615,2.53K,0.67%
20-Jul-14,621,627,627.9,620,2.30K,-0.97%
19-Jul-14,627,627.5,634.1,625.1,3.96K,-0.07%
18-Jul-14,627.5,626.6,630.2,617.9,3.35K,0.14%
17-Jul-14,626.6,614.8,632.5,610,2.92K,1.92%
16-Jul-14,614.8,619.6,622.4,614.2,3.00K,-0.77%
15-Jul-14,619.6,618.3,624.4,617.3,3.69K,0.21%
14-Jul-14,618.3,628,629,616.1,2.55K,-1.55%
13-Jul-14,628,635.9,638.6,627.5,1.70K,-1.24%
12-Jul-14,635.9,632.9,638.6,625.9,3.43K,0.47%
11-Jul-14,632.9,618.4,633.6,616.1,3.12K,2.35%
10-Jul-14,618.4,623,625,611.7,3.61K,-0.74%
9-Jul-14,623,615.3,623.8,610.5,3.07K,1.25%
8-Jul-14,615.3,613.6,619.7,609.3,3.21K,0.28%
7-Jul-14,613.6,626.7,627.9,607.3,2.53K,-2.08%
6-Jul-14,626.7,623,629.4,622.7,2.70K,0.59%
5-Jul-14,623,624,627.8,619.7,3.25K,-0.16%
4-Jul-14,624,638,642.2,623,3.60K,-2.21%
3-Jul-14,638,645.7,646.4,633.6,4.01K,-1.19%
2-Jul-14,645.7,643.2,652.1,604.6,4.78K,0.39%
1-Jul-14,643.2,635.1,652.5,634.1,4.11K,1.27%
30-Jun-14,635.1,601.1,637.3,596.5,3.83K,5.67%
29-Jun-14,601.1,597.6,604.3,593.2,2.89K,0.59%
28-Jun-14,597.6,602.2,608.8,594,2.94K,-0.78%
27-Jun-14,602.2,582.7,603.9,580.1,3.39K,3.35%
26-Jun-14,582.7,568.5,582.7,565.8,4.15K,2.51%
25-Jun-14,568.5,588.8,589.6,566.9,3.09K,-3.45%
24-Jun-14,588.8,591.2,595.7,585.4,3.08K,-0.41%
23-Jun-14,591.2,603.6,604.7,582.9,2.65K,-2.06%
22-Jun-14,603.6,597,610.1,592,2.04K,1.10%
21-Jun-14,597,590.8,599.2,584.8,2.28K,1.06%
20-Jun-14,590.8,600.2,602,587.1,2.15K,-1.57%
19-Jun-14,600.2,606.2,612.6,598.7,5.60K,-1.00%
18-Jun-14,606.2,605.1,614.4,603.6,3.31K,0.19%
17-Jun-14,605.1,599.1,608.4,594.9,3.00K,1.00%
16-Jun-14,599.1,582.3,606.1,580.5,3.99K,2.88%
15-Jun-14,582.3,583.4,587.8,560.8,3.94K,-0.19%
14-Jun-14,583.4,610.3,613.8,563.7,5.00K,-4.41%
13-Jun-14,610.3,597.1,619.1,594.9,7.55K,2.21%
12-Jun-14,597.1,643,643.8,591.1,4.59K,-7.13%
11-Jun-14,643,655.6,663,642.3,3.80K,-1.93%
10-Jun-14,655.6,644.3,661.4,641.7,3.56K,1.75%
9-Jun-14,644.3,651,652.1,639.1,3.26K,-1.03%
8-Jun-14,651,651.7,658.9,648.7,3.31K,-0.10%
7-Jun-14,651.7,650.4,659.8,641,1.97K,0.19%
6-Jun-14,650.4,660.2,663.8,647.1,6.04K,-1.48%
5-Jun-14,660.2,638.9,665.4,635.6,2.76K,3.33%
4-Jun-14,638.9,669.4,669.8,602.1,5.60K,-4.56%
3-Jun-14,669.4,655.5,676.5,631.4,4.36K,2.13%
2-Jun-14,655.5,649.8,662.6,625.5,4.13K,0.88%
1-Jun-14,649.8,627.9,675,622,3.55K,3.48%
31-May-14,627.9,612.3,629,604.7,4.41K,2.54%
30-May-14,612.3,564.4,613.3,564,6.21K,8.49%
29-May-14,564.4,570.8,573.8,557.7,3.73K,-1.12%
28-May-14,570.8,570.1,581.8,562.6,3.57K,0.13%
27-May-14,570.1,582,586.2,555.3,3.35K,-2.05%
26-May-14,582,570.4,586.4,564.7,2.96K,2.03%
25-May-14,570.4,520.5,575.2,520.5,1.87K,9.60%
24-May-14,520.5,518.1,526.7,510.4,2.86K,0.46%
23-May-14,518.1,515.4,540.9,515.2,2.76K,0.53%
22-May-14,515.4,488.8,519.3,485.5,3.12K,5.43%
21-May-14,488.8,484.6,495.2,481.7,1.40K,0.88%
20-May-14,484.6,443.9,486.2,437.3,1.90K,9.16%
19-May-14,443.9,450.1,451.7,441.2,1.35K,-1.39%
18-May-14,450.1,452.8,454,449,1.45K,-0.59%
17-May-14,452.8,453.6,455.9,452.2,1.71K,-0.19%
16-May-14,453.6,448.1,455.1,441.9,1.76K,1.23%
15-May-14,448.1,442.6,450,441.5,2.17K,1.24%
14-May-14,442.6,433.9,444.3,433.9,2.20K,2.01%
13-May-14,433.9,438.2,442.3,432.7,2.65K,-0.98%
12-May-14,438.2,433.2,441.1,430.2,1.39K,1.15%
11-May-14,433.2,451.9,455.4,429,1.89K,-4.13%
10-May-14,451.9,445.5,459.5,441.4,0.45K,1.45%
9-May-14,445.5,441.1,455.8,438.5,2.27K,0.98%
8-May-14,441.1,446.5,455.5,439.5,2.54K,-1.22%
7-May-14,446.5,432.2,458.8,423.5,5.03K,3.32%
6-May-14,432.2,430.9,435,420.2,4.19K,0.31%
5-May-14,430.9,436,443.9,426.4,3.04K,-1.19%
4-May-14,436,438.6,446.6,428.8,3.37K,-0.59%
3-May-14,438.6,453.7,454.2,429.1,2.58K,-3.31%
2-May-14,453.7,460.1,463.4,442,3.38K,-1.40%
1-May-14,460.1,445.6,464.5,444.5,4.20K,3.25%
30-Apr-14,445.6,446.1,452.6,430.9,4.08K,-0.11%
29-Apr-14,446.1,441.9,453.8,430.7,3.72K,0.95%
28-Apr-14,441.9,443.2,451.1,420.8,4.54K,-0.28%
27-Apr-14,443.2,457.9,461.4,437.4,6.96K,-3.21%
26-Apr-14,457.9,464.5,468.7,448.6,6.89K,-1.43%
25-Apr-14,464.5,500.3,502.5,438.3,6.45K,-7.16%
24-Apr-14,500.3,487.3,507.3,477.2,4.23K,2.67%
23-Apr-14,487.3,487.9,510,482.3,4.74K,-0.13%
22-Apr-14,487.9,495.2,520.5,483.4,5.68K,-1.46%
21-Apr-14,495.2,498.5,524.7,490.7,7.35K,-0.67%
20-Apr-14,498.5,506,522.2,488.7,7.69K,-1.48%
19-Apr-14,506,485.5,516.9,473.2,8.38K,4.22%
18-Apr-14,485.5,502,512.2,472,8.36K,-3.28%
17-Apr-14,502,537,537,486.9,8.00K,-6.51%
16-Apr-14,537,526.4,549,496.1,8.06K,2.00%
15-Apr-14,526.4,478.4,526.6,466.4,8.00K,10.04%
14-Apr-14,478.4,427.6,497.8,420.1,7.62K,11.88%
13-Apr-14,427.6,437.6,454.1,409.9,4.97K,-2.30%
12-Apr-14,437.6,435.1,469.8,428,5.19K,0.58%
11-Apr-14,435.1,384.6,450.4,355.7,5.16K,13.13%
10-Apr-14,384.6,457.3,463.5,384.6,3.65K,-15.90%
9-Apr-14,457.3,466.6,479.7,451.1,3.88K,-1.98%
8-Apr-14,466.6,462.4,480.7,457.6,3.91K,0.90%
7-Apr-14,462.4,455.7,485.1,448,3.95K,1.47%
6-Apr-14,455.7,456.6,472.4,446.3,3.59K,-0.21%
5-Apr-14,456.6,444.4,461.2,439.4,1.16K,2.76%
4-Apr-14,444.4,436.3,456.5,415.5,2.57K,1.85%
3-Apr-14,436.3,424.4,448.7,386.7,4.02K,2.81%
2-Apr-14,424.4,463.5,480.3,409.3,4.38K,-8.43%
1-Apr-14,463.5,444.7,487.4,438,3.97K,4.23%
31-Mar-14,444.7,446.9,473.4,422.5,4.15K,-0.51%
30-Mar-14,446.9,477.1,479,424,3.86K,-6.33%
29-Mar-14,477.1,482.6,494.3,473.8,4.29K,-1.14%
28-Mar-14,482.6,460.5,515,453.8,4.11K,4.81%
27-Mar-14,460.5,562.5,567.8,460.5,3.78K,-18.13%
26-Mar-14,562.5,562.9,575.4,546.3,3.71K,-0.08%
25-Mar-14,562.9,567.6,569.7,550.4,3.87K,-0.82%
24-Mar-14,567.6,551.2,572.5,531.3,3.67K,2.98%
23-Mar-14,551.2,564.3,564.3,538.6,4.13K,-2.34%
22-Mar-14,564.3,549.6,570,537.2,3.77K,2.68%
21-Mar-14,549.6,566,587.4,540.2,3.82K,-2.90%
20-Mar-14,566,595,598.4,560.3,4.24K,-4.87%
19-Mar-14,595,598.9,607.1,590.1,3.58K,-0.66%
18-Mar-14,598.9,606.4,611.7,585.7,3.65K,-1.23%
17-Mar-14,606.4,619.1,622.5,602.7,3.58K,-2.06%
16-Mar-14,619.1,624,627.3,613.2,3.30K,-0.78%
15-Mar-14,624,614,628.8,609.2,3.46K,1.63%
14-Mar-14,614,625,631.2,610.6,4.00K,-1.76%
13-Mar-14,625,619.4,636.1,616.1,3.41K,0.91%
12-Mar-14,619.4,608.7,640.8,608.2,3.20K,1.76%
11-Mar-14,608.7,613,619.7,599.9,2.43K,-0.70%
10-Mar-14,613,627,633.7,594.7,2.63K,-2.25%
9-Mar-14,627,609.2,637.6,598.5,1.95K,2.93%
8-Mar-14,609.2,616.7,625.7,588.6,2.17K,-1.22%
7-Mar-14,616.7,648.3,655.2,600.3,2.34K,-4.86%
6-Mar-14,648.3,658.3,661.8,636.2,2.07K,-1.53%
5-Mar-14,658.3,661.8,666,636.8,1.26K,-0.54%
4-Mar-14,661.8,662.2,686.2,645.2,1.37K,-0.05%
3-Mar-14,662.2,544.6,695.4,545.4,1.26K,21.60%
2-Mar-14,544.6,557.4,562.9,541.5,0.83K,-2.30%
1-Mar-14,557.4,573.9,564.1,262.8,0.40K,-2.88%
28-Feb-14,573.9,596.5,599,570,0.51K,-3.78%
27-Feb-14,596.5,593.1,629.9,580.5,0.50K,0.56%
26-Feb-14,593.1,135.8,650,522.8,0.60K,336.84%
25-Feb-14,135.8,174,174.6,102.3,30.43K,-21.97%
24-Feb-14,174,310.2,316.9,131.9,95.12K,-43.90%
23-Feb-14,310.2,255.6,349.1,220.3,38.55K,21.35%
22-Feb-14,255.6,111.6,290.6,96.7,72.17K,129.11%
21-Feb-14,111.6,111.9,160.1,91.7,82.59K,-0.32%
20-Feb-14,111.9,261.5,271.6,109.2,102.18K,-57.21%
19-Feb-14,261.5,294,308.6,257.2,31.50K,-11.03%
18-Feb-14,294,272.3,370.1,248.3,48.88K,7.96%
17-Feb-14,272.3,299.8,411.2,263.4,51.44K,-9.18%
16-Feb-14,299.8,371.1,540,220.4,86.18K,-19.21%
15-Feb-14,371.1,427.7,447.9,310.1,50.62K,-13.24%
14-Feb-14,427.7,451.4,500,302.2,65.82K,-5.26%
13-Feb-14,451.4,531.1,549.2,451.3,28.94K,-15.00%
12-Feb-14,531.1,579,585.1,511.9,21.30K,-8.26%
11-Feb-14,579,582.6,609.7,550.2,16.73K,-0.63%
10-Feb-14,582.6,659.6,700,500,40.13K,-11.67%
9-Feb-14,659.6,648.8,694.1,622.5,19.89K,1.66%
8-Feb-14,648.8,695.7,719.3,632.1,22.88K,-6.74%
7-Feb-14,695.7,828.9,833.1,651.7,49.91K,-16.07%
6-Feb-14,828.9,904.5,908.8,800.9,18.60K,-8.36%
5-Feb-14,904.5,926.6,939.8,890,7.56K,-2.39%
4-Feb-14,926.6,931.7,949.1,900.8,4.61K,-0.54%
3-Feb-14,931.7,953.3,959.6,931.7,2.79K,-2.27%
2-Feb-14,953.3,940.4,959.4,934.4,1.58K,1.37%
1-Feb-14,940.4,938.8,969.2,927.8,4.37K,0.17%
31-Jan-14,938.8,941.4,954.7,924.6,4.31K,-0.27%
30-Jan-14,941.4,925.7,953.2,909.5,5.43K,1.70%
29-Jan-14,925.7,932.7,950.6,918.9,5.68K,-0.75%
28-Jan-14,932.7,943.5,972.6,911.7,10.41K,-1.15%
27-Jan-14,943.5,"1,007.00","1,021.50",937.2,8.33K,-6.30%
26-Jan-14,"1,007.00",961,"1,038.10",950.7,13.07K,4.78%
25-Jan-14,961,916.5,978.4,915.9,8.18K,4.86%
24-Jan-14,916.5,944.2,949.5,902.9,6.20K,-2.92%
23-Jan-14,944.2,951,958.1,936.3,1.97K,-0.71%
22-Jan-14,951,962.2,973.9,935,4.78K,-1.17%
21-Jan-14,962.2,956,974.3,943.2,6.59K,0.65%
20-Jan-14,956,954.8,980.5,926,10.41K,0.12%
19-Jan-14,954.8,905.7,958.1,901.9,7.57K,5.42%
18-Jan-14,905.7,894.2,924.7,884.7,6.04K,1.29%
17-Jan-14,894.2,913.5,929.8,867.2,10.31K,-2.12%
16-Jan-14,913.5,941.2,955.5,910.5,5.10K,-2.95%
15-Jan-14,941.2,919.3,973.1,915.1,6.83K,2.39%
14-Jan-14,919.3,922.9,942.5,904.2,4.31K,-0.39%
13-Jan-14,922.9,939.8,949.2,879.9,10.13K,-1.80%
12-Jan-14,939.8,"1,005.30","1,022.70",922.1,9.93K,-6.52%
11-Jan-14,"1,005.30",957.8,"1,010.80",935,11.18K,4.97%
10-Jan-14,957.8,937,964.8,905.9,6.35K,2.22%
9-Jan-14,937,938.8,964.6,866.5,14.42K,-0.20%
8-Jan-14,938.8,879.9,966.9,858.9,14.10K,6.70%
7-Jan-14,879.9,"1,012.70","1,044.00",879.8,22.67K,-13.11%
6-Jan-14,"1,012.70","1,014.70","1,093.40",964.7,23.08K,-0.21%
5-Jan-14,"1,014.70",924.7,"1,029.90",911.4,21.37K,9.74%
4-Jan-14,924.7,884.3,932.2,848.3,14.24K,4.57%
3-Jan-14,884.3,856.9,888.2,839.4,9.71K,3.19%
2-Jan-14,856.9,815.9,886.2,810.5,12.81K,5.02%
1-Jan-14,815.9,805.9,829.9,771,10.76K,1.24%
